Date,Name of State / UT,Latitude,Longitude,Total Confirmed cases,Death,Cured/Discharged/Migrated,New cases,New deaths,New recovered,total_tests,total_recovered,active_cases,NewColumn
22-03-2020,Tamil Nadu,11.1271,78.6569,7,0,1,4,0,0,400982.0,55613.0,91.0,182.0
22-03-2020,Telengana,18.1124,79.0193,22,0,1,1,0,0,2961934.0,133194.0,12.0,24.0
22-03-2020,Uttar Pradesh,26.8467,80.9462,27,0,9,3,0,0,1751774.0,117791.0,62.0,124.0
22-03-2020,Uttarakhand,30.0668,79.0193,3,0,0,0,0,0,61436458.0,3499564.0,281554.0,563108.0
22-03-2020,West Bengal,22.9868,87.855,4,0,0,1,0,0,30126.0,9829.0,51.0,102.0
23-03-2020,Andhra Pradesh,15.9129,79.74,7,0,0,2,0,0,222773.0,8553.0,14997.0,29994.0
23-03-2020,Bihar,25.0961,85.3131,2,1,0,0,0,0,81294.0,6859.0,7677.0,15354.0
23-03-2020,Chandigarh,30.7333,76.7794,6,0,0,1,0,0,191341.0,4874.0,2347.0,4694.0
23-03-2020,Chhattisgarh,21.2787,81.8661,1,0,0,0,0,0,1252808.0,74574.0,528.0,1056.0
23-03-2020,Delhi,28.7041,77.1025,29,1,5,0,0,0,37693651.0,3468131.0,79669.0,159338.0
23-03-2020,Himachal Pradesh,31.1048,77.1734,2,0,0,0,0,0,160000000.0,210454.0,6141.0,12282.0
23-03-2020,Jammu and Kashmir,33.7782,76.5762,4,0,0,0,0,0,34675581.0,5928829.0,26666.0,53332.0
23-03-2020,Kerala,10.8505,76.2711,67,0,3,15,0,0,347815.0,20178.0,3516.0,7032.0
23-03-2020,Ladakh,34.2996,78.2932,13,0,0,0,0,0,17469.0,5291.0,118.0,236.0
23-03-2020,Madhya Pradesh,22.9734,78.6569,6,0,0,2,0,0,4401922.0,841683.0,16037.0,32074.0
23-03-2020,Maharashtra,19.7515,75.7139,74,2,0,7,0,0,1509861.0,81168.0,22.0,44.0
23-03-2020,Odisha,20.9517,85.0985,2,0,0,0,0,0,4838151.0,1111405.0,4115.0,8230.0
23-03-2020,Puducherry,11.9416,79.8083,1,0,0,0,0,0,12920253.0,1095534.0,526.0,1052.0
23-03-2020,Punjab,31.1471,75.3412,21,1,0,0,0,0,496693.0,42203.0,539.0,1078.0
23-03-2020,Rajasthan,27.0238,74.2179,28,0,3,4,0,0,9477138.0,124370.0,352309.0,704618.0
23-03-2020,Tamil Nadu,11.1271,78.6569,9,0,1,2,0,0,55323981.0,3871654.0,3948.0,7896.0
23-03-2020,Telengana,18.1124,79.0193,32,0,1,10,0,0,846704.0,50930.0,34756.0,69512.0
23-03-2020,Uttar Pradesh,26.8467,80.9462,31,0,9,4,0,0,127345763.0,2960386.0,9994.0,19988.0
23-03-2020,Uttarakhand,30.0668,79.0193,3,0,0,0,0,0,305941.0,15427.0,15.0,30.0
23-03-2020,West Bengal,22.9868,87.855,7,1,0,3,0,0,194894.0,12323.0,299.0,598.0
24-03-2020,Andhra Pradesh,15.9129,79.74,8,0,0,1,0,0,3305829.0,575583.0,453.0,906.0
24-03-2020,Chandigarh,30.7333,76.7794,7,0,0,1,0,0,3693367.0,442182.0,48850.0,97700.0
24-03-2020,Chhattisgarh,21.2787,81.8661,1,0,0,0,0,0,1950448.0,150662.0,7298.0,14596.0
24-03-2020,Delhi,28.7041,77.1025,30,2,6,1,0,1,317211.0,15701.0,26.0,52.0
24-03-2020,Haryana,29.0588,76.0856,28,0,11,2,0,0,3345340.0,514836.0,56530.0,113060.0
24-03-2020,Himachal Pradesh,31.1048,77.1734,3,1,0,1,0,0,4836364.0,455757.0,7670.0,15340.0
24-03-2020,Jammu and Kashmir,33.7782,76.5762,4,0,0,0,0,0,778000.0,7693.0,26937.0,53874.0
24-03-2020,Kerala,10.8505,76.2711,95,0,4,28,0,1,517703.0,62875.0,1036.0,2072.0
24-03-2020,Madhya Pradesh,22.9734,78.6569,7,0,0,1,0,0,271490188.0,28156674.0,856871.0,1713742.0
24-03-2020,Maharashtra,19.7515,75.7139,89,2,0,15,0,0,631628.0,11254.0,70133.0,140266.0
24-03-2020,Puducherry,11.9416,79.8083,1,0,0,0,0,0,155686.0,11591.0,43.0,86.0
24-03-2020,Punjab,31.1471,75.3412,29,1,0,8,0,0,16920079.0,1637293.0,1117.0,2234.0
24-03-2020,Rajasthan,27.0238,74.2179,32,0,3,4,0,0,122332384.0,23956700.0,1685607.0,3371214.0
24-03-2020,Tamil Nadu,11.1271,78.6569,15,0,1,6,0,0,2442206.0,159788.0,47.0,94.0
24-03-2020,Telengana,18.1124,79.0193,35,0,1,3,0,0,534283.0,16579.0,1448.0,2896.0
24-03-2020,Uttar Pradesh,26.8467,80.9462,33,0,11,2,0,2,81233888.0,3306014.0,57014.0,114028.0
24-03-2020,Uttarakhand,30.0668,79.0193,4,0,0,1,0,0,164926.0,2761.0,9189.0,18378.0
24-03-2020,West Bengal,22.9868,87.855,9,1,0,2,0,0,157363.0,14634.0,1489.0,2978.0
25-03-2020,Andhra Pradesh,15.9129,79.74,9,0,1,1,0,1,938039.0,2250.0,137026.0,274052.0
25-03-2020,Bihar,25.0961,85.3131,4,1,0,1,0,0,4543522.0,831794.0,2291.0,4582.0
25-03-2020,Chandigarh,30.7333,76.7794,7,0,0,0,0,0,136655.0,8010.0,41.0,82.0
25-03-2020,Chhattisgarh,21.2787,81.8661,1,0,0,0,0,0,660107.0,36113.0,42.0,84.0
25-03-2020,Delhi,28.7041,77.1025,31,1,6,1,0,0,610906.0,62301.0,275.0,550.0
25-03-2020,Gujarat,22.2587,71.1924,38,1,0,5,0,0,132422.0,29605.0,273.0,546.0
25-03-2020,Himachal Pradesh,31.1048,77.1734,3,1,0,0,0,0,1365056.0,132358.0,281136.0,562272.0
25-03-2020,Jammu and Kashmir,33.7782,76.5762,7,0,1,3,0,1,11394556.0,1821435.0,42170.0,84340.0
25-03-2020,Kerala,10.8505,76.2711,109,0,4,14,0,0,843836914.0,42579693.0,17692.0,35384.0
25-03-2020,Ladakh,34.2996,78.2932,13,0,0,0,0,0,97245391.0,5889534.0,4784.0,9568.0
25-03-2020,Madhya Pradesh,22.9734,78.6569,14,0,0,7,0,0,51771715.0,7020835.0,65992.0,131984.0
25-03-2020,Maharashtra,19.7515,75.7139,128,3,1,39,0,1,18529376.0,2299985.0,1257.0,2514.0
25-03-2020,Manipur,24.6637,93.9063,1,0,0,0,0,0,12144747.0,1499879.0,28369.0,56738.0
25-03-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,150753.0,26794.0,1517.0,3034.0
25-03-2020,Odisha,20.9517,85.0985,2,0,0,0,0,0,41373364.0,4081150.0,14894.0,29788.0
25-03-2020,Puducherry,11.9416,79.8083,1,0,0,0,0,0,217853667.0,15894511.0,998118.0,1996236.0
25-03-2020,Punjab,31.1471,75.3412,29,1,0,0,0,0,1031235.0,84883.0,44102.0,88204.0
25-03-2020,Rajasthan,27.0238,74.2179,36,0,3,4,0,0,50444181.0,7951587.0,356585.0,713170.0
25-03-2020,Tamil Nadu,11.1271,78.6569,18,0,1,3,0,0,16670254.0,1678941.0,1227.0,2454.0
25-03-2020,Telengana,18.1124,79.0193,35,0,1,0,0,0,11575012.0,1291669.0,306.0,612.0
25-03-2020,Uttar Pradesh,26.8467,80.9462,37,0,11,4,0,0,3630986.0,318142.0,235.0,470.0
25-03-2020,Uttarakhand,30.0668,79.0193,4,0,0,0,0,0,,2602.0,478.0,956.0
25-03-2020,West Bengal,22.9868,87.855,9,1,0,0,0,0,8071763.0,629114.0,405.0,810.0
26-03-2020,Andaman and Nicobar Islands,11.7401,92.6586,1,0,0,0,0,0,1907195.0,196406.0,1596.0,3192.0
26-03-2020,Bihar,25.0961,85.3131,6,1,0,2,0,0,7217715.0,816253.0,3648.0,7296.0
26-03-2020,Chandigarh,30.7333,76.7794,7,0,0,0,0,0,4795578.0,1084853.0,2696.0,5392.0
26-03-2020,Chhattisgarh,21.2787,81.8661,6,0,0,5,0,0,431221.0,24155.0,8058.0,16116.0
26-03-2020,Delhi,28.7041,77.1025,36,1,6,5,0,0,139824.0,5747.0,1410.0,2820.0
26-03-2020,Goa,15.2993,74.124,3,0,0,0,0,0,2477219.0,490973.0,4501.0,9002.0
26-03-2020,Gujarat,22.2587,71.1924,43,3,0,5,0,0,102174.0,17192.0,71.0,142.0
26-03-2020,Haryana,29.0588,76.0856,30,0,11,2,0,0,9954903.0,1032609.0,18883.0,37766.0
26-03-2020,Himachal Pradesh,31.1048,77.1734,3,1,0,0,0,0,4248188.0,235939.0,7170.0,14340.0
26-03-2020,Jammu and Kashmir,33.7782,76.5762,13,1,1,6,0,0,2034606.0,300761.0,634.0,1268.0
26-03-2020,Karnataka,15.3173,75.7139,55,2,3,14,0,0,430995.0,59370.0,3473.0,6946.0
26-03-2020,Kerala,10.8505,76.2711,118,0,6,9,0,2,578807.0,82703.0,548.0,1096.0
26-03-2020,Ladakh,34.2996,78.2932,13,0,0,0,0,0,59274648.0,4409159.0,31102.0,62204.0
26-03-2020,Madhya Pradesh,22.9734,78.6569,20,1,0,6,0,0,2213831.0,163687.0,15498.0,30996.0
26-03-2020,Maharashtra,19.7515,75.7139,124,3,1,0,0,0,675008.0,30088.0,182.0,364.0
26-03-2020,Manipur,24.6637,93.9063,1,0,0,0,0,0,1904970.0,90076.0,2719.0,5438.0
26-03-2020,Odisha,20.9517,85.0985,2,0,0,0,0,0,828928.0,104.0,152223.0,304446.0
26-03-2020,Puducherry,11.9416,79.8083,1,0,0,0,0,0,816126.0,57708.0,150.0,300.0
26-03-2020,Punjab,31.1471,75.3412,33,1,0,4,0,0,358675.0,36183.0,664.0,1328.0
26-03-2020,Rajasthan,27.0238,74.2179,41,0,3,5,0,0,176919.0,2964.0,34212.0,68424.0
26-03-2020,Tamil Nadu,11.1271,78.6569,26,1,1,8,0,0,15855490.0,5044893.0,376294.0,752588.0
26-03-2020,Uttar Pradesh,26.8467,80.9462,41,0,11,4,0,0,3216305.0,504142.0,1355.0,2710.0
26-03-2020,Uttarakhand,30.0668,79.0193,5,0,0,1,0,0,54960.0,11866.0,84.0,168.0
26-03-2020,West Bengal,22.9868,87.855,10,1,0,1,0,0,4030048.0,313256.0,154450.0,308900.0
27-03-2020,Andaman and Nicobar Islands,11.7401,92.6586,1,0,0,0,0,0,2465201.0,232955.0,603.0,1206.0
27-03-2020,Andhra Pradesh,15.9129,79.74,12,0,1,1,0,0,11238.0,390.0,355.0,710.0
27-03-2020,Bihar,25.0961,85.3131,6,1,0,0,0,0,11237010.0,1149054.0,670.0,1340.0
27-03-2020,Chandigarh,30.7333,76.7794,7,0,0,0,0,0,1319772.0,223190.0,102.0,204.0
27-03-2020,Chhattisgarh,21.2787,81.8661,6,0,0,0,0,0,8083326.0,592089.0,1617.0,3234.0
27-03-2020,Delhi,28.7041,77.1025,36,1,6,0,0,0,1018783.0,153662.0,2384.0,4768.0
27-03-2020,Gujarat,22.2587,71.1924,43,3,0,0,0,0,5669140.0,966904.0,142.0,284.0
27-03-2020,Haryana,29.0588,76.0856,30,0,11,0,0,0,21107399.0,7989151.0,55673.0,111346.0
27-03-2020,Himachal Pradesh,31.1048,77.1734,3,1,0,0,0,0,98964.0,60339.0,398.0,796.0
27-03-2020,Jammu and Kashmir,33.7782,76.5762,13,1,1,0,0,0,7127584.0,989005.0,53755.0,107510.0
27-03-2020,Karnataka,15.3173,75.7139,55,2,3,0,0,0,,4225.0,14041.0,28082.0
27-03-2020,Kerala,10.8505,76.2711,137,0,11,19,0,5,253043.0,8579.0,124.0,248.0
27-03-2020,Ladakh,34.2996,78.2932,13,0,3,0,0,3,5114703.0,249943.0,2773.0,5546.0
27-03-2020,Manipur,24.6637,93.9063,1,0,0,0,0,0,25000000.0,384592.0,556.0,1112.0
27-03-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,28350449.0,1494141.0,4732.0,9464.0
27-03-2020,Odisha,20.9517,85.0985,2,0,0,0,0,0,49264.0,4166.0,707.0,1414.0
27-03-2020,Puducherry,11.9416,79.8083,1,0,0,0,0,0,6019923.0,773421.0,24653.0,49306.0
27-03-2020,Punjab,31.1471,75.3412,33,1,0,0,0,0,249149.0,43200.0,25.0,50.0
27-03-2020,Rajasthan,27.0238,74.2179,41,0,3,0,0,0,2633737.0,624673.0,6173.0,12346.0
27-03-2020,Telengana,18.1124,79.0193,45,0,1,1,0,0,29827732.0,3624459.0,3008.0,6016.0
27-03-2020,Uttar Pradesh,26.8467,80.9462,41,0,11,0,0,0,36224215.0,5335112.0,552117.0,1104234.0
27-03-2020,West Bengal,22.9868,87.855,10,1,0,0,0,0,3487616.0,364474.0,1028.0,2056.0
28-03-2020,Andaman and Nicobar Islands,11.7401,92.6586,6,0,0,5,0,0,1603660.0,395430.0,9788.0,19576.0
28-03-2020,Bihar,25.0961,85.3131,9,1,0,3,0,0,273400000.0,17647179.0,235444.0,470888.0
28-03-2020,Chandigarh,30.7333,76.7794,8,0,0,1,0,0,5343203.0,45522.0,82926.0,165852.0
28-03-2020,Goa,15.2993,74.124,3,0,0,0,0,0,70707.0,5547.0,15.0,30.0
28-03-2020,Gujarat,22.2587,71.1924,45,3,0,2,0,0,143281.0,23277.0,622.0,1244.0
28-03-2020,Haryana,29.0588,76.0856,33,0,12,3,0,1,112382.0,1399.0,9140.0,18280.0
28-03-2020,Himachal Pradesh,31.1048,77.1734,3,1,0,0,0,0,23687.0,2449.0,289.0,578.0
28-03-2020,Jammu and Kashmir,33.7782,76.5762,20,1,1,7,0,0,99138.0,6641.0,52.0,104.0
28-03-2020,Karnataka,15.3173,75.7139,55,2,3,0,0,0,85921.0,1605.0,9684.0,19368.0
28-03-2020,Kerala,10.8505,76.2711,176,0,11,39,0,0,152231.0,16454.0,283.0,566.0
28-03-2020,Madhya Pradesh,22.9734,78.6569,30,2,0,10,0,0,42144668.0,743921.0,6189.0,12378.0
28-03-2020,Maharashtra,19.7515,75.7139,180,5,25,50,0,10,1081824.0,84059.0,14.0,28.0
28-03-2020,Manipur,24.6637,93.9063,1,0,0,0,0,0,9596815.0,1988209.0,8578.0,17156.0
28-03-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,,42553.0,515.0,1030.0
28-03-2020,Puducherry,11.9416,79.8083,1,0,0,0,0,0,23767171.0,1162140.0,76731.0,153462.0
28-03-2020,Punjab,31.1471,75.3412,38,1,1,5,0,1,62056.0,9985.0,52.0,104.0
28-03-2020,Rajasthan,27.0238,74.2179,54,0,3,13,0,0,7127129.0,1761664.0,5388.0,10776.0
28-03-2020,Tamil Nadu,11.1271,78.6569,40,1,2,11,0,1,2656926.0,1003559.0,9287.0,18574.0
28-03-2020,Telengana,18.1124,79.0193,56,0,1,11,0,0,5117.0,16357.0,1671.0,3342.0
28-03-2020,Uttar Pradesh,26.8467,80.9462,55,0,11,14,0,0,400466.0,13182.0,11986.0,23972.0
28-03-2020,Uttarakhand,30.0668,79.0193,5,0,0,0,0,0,24841314.0,3708347.0,78349.0,156698.0
29-03-2020,Andaman and Nicobar Islands,11.7401,92.6586,9,0,0,3,0,0,389677.0,13514.0,3873.0,7746.0
29-03-2020,Andhra Pradesh,15.9129,79.74,14,0,1,0,0,0,471036328.0,11548089.0,473589.0,947178.0
29-03-2020,Bihar,25.0961,85.3131,9,1,0,0,0,0,6486117.0,646921.0,239.0,478.0
29-03-2020,Chandigarh,30.7333,76.7794,8,0,0,0,0,0,3078533.0,576684.0,82.0,164.0
29-03-2020,Delhi,28.7041,77.1025,39,2,6,0,0,0,236268.0,49455.0,29216.0,58432.0
29-03-2020,Goa,15.2993,74.124,3,0,0,0,0,0,1021394.0,69549.0,747.0,1494.0
29-03-2020,Gujarat,22.2587,71.1924,53,4,0,8,0,0,18553837.0,2477725.0,8305.0,16610.0
29-03-2020,Haryana,29.0588,76.0856,33,0,12,0,0,0,20927607.0,3551493.0,66506.0,133012.0
29-03-2020,Himachal Pradesh,31.1048,77.1734,3,1,0,0,0,0,146269.0,52479.0,240.0,480.0
29-03-2020,Jammu and Kashmir,33.7782,76.5762,31,1,1,11,0,0,16207475.0,60634.0,706841.0,1413682.0
29-03-2020,Ladakh,34.2996,78.2932,13,0,3,0,0,0,17270775.0,4273599.0,70772.0,141544.0
29-03-2020,Madhya Pradesh,22.9734,78.6569,30,2,0,0,0,0,264799.0,22746.0,12.0,24.0
29-03-2020,Maharashtra,19.7515,75.7139,186,6,25,6,0,0,735638.0,36727.0,23.0,46.0
29-03-2020,Manipur,24.6637,93.9063,1,0,0,0,0,0,518262.0,10110.0,928.0,1856.0
29-03-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,726218.0,141354.0,9418.0,18836.0
29-03-2020,Puducherry,11.9416,79.8083,1,0,0,0,0,0,160622710.0,14951238.0,3040.0,6080.0
29-03-2020,Punjab,31.1471,75.3412,38,1,1,0,0,0,505354.0,5963.0,47.0,94.0
29-03-2020,Rajasthan,27.0238,74.2179,54,0,3,0,0,0,2612795.0,100205.0,60268.0,120536.0
29-03-2020,Tamil Nadu,11.1271,78.6569,42,1,2,2,0,0,519264096.0,21677896.0,305201.0,610402.0
29-03-2020,Uttar Pradesh,26.8467,80.9462,55,0,11,0,0,0,159103283.0,886128.0,14054.0,28108.0
29-03-2020,Uttarakhand,30.0668,79.0193,6,0,1,1,0,1,6114822.0,892434.0,2893.0,5786.0
29-03-2020,West Bengal,22.9868,87.855,18,1,0,3,0,0,1016882505.0,81244260.0,1938567.0,3877134.0
30-03-2020,Andaman and Nicobar Islands,11.7401,92.6586,9,0,0,0,0,0,1377915.0,236974.0,191.0,382.0
30-03-2020,Andhra Pradesh,15.9129,79.74,19,0,1,5,0,0,24976.0,7974.0,469.0,938.0
30-03-2020,Bihar,25.0961,85.3131,11,1,0,2,0,0,3359014.0,516170.0,1040.0,2080.0
30-03-2020,Chandigarh,30.7333,76.7794,8,0,0,0,0,0,85811485.0,9355040.0,1298525.0,2597050.0
30-03-2020,Goa,15.2993,74.124,5,0,0,2,0,0,265253.0,9009.0,661.0,1322.0
30-03-2020,Gujarat,22.2587,71.1924,58,5,1,5,0,1,3452554.0,315997.0,611.0,1222.0
30-03-2020,Haryana,29.0588,76.0856,33,0,17,0,0,5,2287793.0,242417.0,1307.0,2614.0
30-03-2020,Jammu and Kashmir,33.7782,76.5762,31,2,1,0,0,0,856.0,4.0,1930.0,3860.0
30-03-2020,Karnataka,15.3173,75.7139,80,3,5,4,0,0,974.0,88.0,8500.0,17000.0
30-03-2020,Kerala,10.8505,76.2711,194,1,19,12,0,4,7877.0,755.0,15355.0,30710.0
30-03-2020,Ladakh,34.2996,78.2932,13,0,3,0,0,0,7377.0,0.0,6980.0,13960.0
30-03-2020,Madhya Pradesh,22.9734,78.6569,33,2,0,3,0,0,2516.0,83337.0,66.0,132.0
30-03-2020,Maharashtra,19.7515,75.7139,193,8,25,7,0,0,18.0,80568.0,99.0,198.0
30-03-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,55.0,452.0,83515.0,167030.0
30-03-2020,Odisha,20.9517,85.0985,3,0,0,0,0,0,599.0,799.0,573.0,1146.0
30-03-2020,Puducherry,11.9416,79.8083,1,0,0,0,0,0,967.0,9.0,33948.0,67896.0
30-03-2020,Punjab,31.1471,75.3412,38,1,1,0,0,0,5615.0,2.0,6150.0,12300.0
30-03-2020,Rajasthan,27.0238,74.2179,57,0,3,3,0,0,5636.0,1108.0,3275.0,6550.0
30-03-2020,Tamil Nadu,11.1271,78.6569,50,1,4,8,0,2,5.0,9289.0,53549.0,107098.0
30-03-2020,Uttar Pradesh,26.8467,80.9462,75,0,11,20,0,0,856.0,4.0,1930.0,3860.0
30-03-2020,Uttarakhand,30.0668,79.0193,7,0,2,1,0,1,974.0,88.0,8500.0,17000.0
30-03-2020,West Bengal,22.9868,87.855,19,1,0,1,0,0,7877.0,755.0,15355.0,30710.0
31-03-2020,Andaman and Nicobar Islands,11.7401,92.6586,10,0,0,1,0,0,7377.0,0.0,6980.0,13960.0
31-03-2020,Andhra Pradesh,15.9129,79.74,40,0,1,21,0,0,2516.0,83337.0,66.0,132.0
31-03-2020,Bihar,25.0961,85.3131,15,1,0,4,0,0,18.0,80568.0,99.0,198.0
31-03-2020,Chhattisgarh,21.2787,81.8661,8,0,0,1,0,0,55.0,452.0,83515.0,167030.0
31-03-2020,Delhi,28.7041,77.1025,97,2,6,44,0,0,599.0,799.0,573.0,1146.0
31-03-2020,Goa,15.2993,74.124,5,0,0,0,0,0,951337.0,162202.0,9375.0,18750.0
31-03-2020,Gujarat,22.2587,71.1924,73,6,3,15,0,2,1817530.0,271826.0,251.0,502.0
31-03-2020,Haryana,29.0588,76.0856,40,0,21,7,0,4,230861.0,178371.0,80570.0,161140.0
31-03-2020,Himachal Pradesh,31.1048,77.1734,3,1,0,0,0,0,249838.0,41021.0,982.0,1964.0
31-03-2020,Jammu and Kashmir,33.7782,76.5762,54,2,2,23,0,1,1499795.0,97149.0,145.0,290.0
31-03-2020,Karnataka,15.3173,75.7139,83,3,5,3,0,0,51382.0,2916.0,59.0,118.0
31-03-2020,Kerala,10.8505,76.2711,234,1,19,40,0,0,18901.0,7511.0,73.0,146.0
31-03-2020,Ladakh,34.2996,78.2932,13,0,3,0,0,0,35716069.0,8895999.0,76591.0,153182.0
31-03-2020,Madhya Pradesh,22.9734,78.6569,47,3,0,14,0,0,3068217.0,412048.0,2225.0,4450.0
31-03-2020,Maharashtra,19.7515,75.7139,216,9,39,23,0,14,177885.0,35199.0,281.0,562.0
31-03-2020,Manipur,24.6637,93.9063,1,0,0,0,0,0,70885598.0,6199822.0,386179.0,772358.0
31-03-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,185034905.0,4135885.0,58304.0,116608.0
31-03-2020,Odisha,20.9517,85.0985,3,0,0,0,0,0,6838458.0,782869.0,60.0,120.0
31-03-2020,Puducherry,11.9416,79.8083,1,0,0,0,0,0,233473.0,32488.0,582.0,1164.0
31-03-2020,Punjab,31.1471,75.3412,41,3,1,3,0,0,9775981.0,569758.0,5760.0,11520.0
31-03-2020,Rajasthan,27.0238,74.2179,74,0,3,17,0,0,14051455.0,1899419.0,24466.0,48932.0
31-03-2020,Tamil Nadu,11.1271,78.6569,74,1,4,24,0,0,669421.0,71497.0,4331.0,8662.0
31-03-2020,Uttar Pradesh,26.8467,80.9462,101,0,14,26,0,3,33846023.0,3941350.0,143434.0,286868.0
31-03-2020,Uttarakhand,30.0668,79.0193,7,0,2,0,0,0,549217.0,56761.0,459.0,918.0
31-03-2020,West Bengal,22.9868,87.855,26,2,0,7,0,0,604310.0,25506.0,1283.0,2566.0
01-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,10,0,1,0,0,1,893980.0,13664.0,336.0,672.0
01-04-2020,Andhra Pradesh,15.9129,79.74,83,0,0,43,0,-1,2303690.0,59491.0,58.0,116.0
01-04-2020,Assam,26.2006,92.9376,1,0,0,0,0,0,2705422.0,863665.0,20538.0,41076.0
01-04-2020,Chandigarh,30.7333,76.7794,16,0,0,3,0,0,2026898.0,303026.0,608.0,1216.0
01-04-2020,Chhattisgarh,21.2787,81.8661,9,0,2,1,0,2,63776166.0,29718402.0,298772.0,597544.0
01-04-2020,Goa,15.2993,74.124,5,0,0,0,0,0,717784.0,142788.0,1651.0,3302.0
01-04-2020,Gujarat,22.2587,71.1924,82,6,5,9,0,2,9924259.0,1014302.0,110157.0,220314.0
01-04-2020,Haryana,29.0588,76.0856,43,0,21,3,0,0,248995.0,20439.0,32.0,64.0
01-04-2020,Jammu and Kashmir,33.7782,76.5762,62,2,2,8,0,0,400982.0,55613.0,91.0,182.0
01-04-2020,Jharkhand,23.6102,85.2799,1,0,0,0,0,0,2961934.0,133194.0,12.0,24.0
01-04-2020,Karnataka,15.3173,75.7139,101,3,8,18,0,3,1751774.0,117791.0,62.0,124.0
01-04-2020,Kerala,10.8505,76.2711,241,2,23,7,0,4,61436458.0,3499564.0,281554.0,563108.0
01-04-2020,Ladakh,34.2996,78.2932,13,0,3,0,0,0,30126.0,9829.0,51.0,102.0
01-04-2020,Madhya Pradesh,22.9734,78.6569,66,3,0,19,0,0,222773.0,8553.0,14997.0,29994.0
01-04-2020,Maharashtra,19.7515,75.7139,302,9,39,86,0,0,81294.0,6859.0,7677.0,15354.0
01-04-2020,Manipur,24.6637,93.9063,1,0,0,0,0,0,191341.0,4874.0,2347.0,4694.0
01-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,1252808.0,74574.0,528.0,1056.0
01-04-2020,Odisha,20.9517,85.0985,4,0,0,1,0,0,37693651.0,3468131.0,79669.0,159338.0
01-04-2020,Rajasthan,27.0238,74.2179,93,0,3,19,0,0,160000000.0,210454.0,6141.0,12282.0
01-04-2020,Tamil Nadu,11.1271,78.6569,234,1,6,160,0,2,34675581.0,5928829.0,26666.0,53332.0
01-04-2020,Uttar Pradesh,26.8467,80.9462,103,2,14,2,0,0,347815.0,20178.0,3516.0,7032.0
01-04-2020,Uttarakhand,30.0668,79.0193,7,0,2,0,0,0,17469.0,5291.0,118.0,236.0
02-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,10,0,0,0,0,-1,4401922.0,841683.0,16037.0,32074.0
02-04-2020,Andhra Pradesh,15.9129,79.74,86,1,1,3,0,1,1509861.0,81168.0,22.0,44.0
02-04-2020,Assam,26.2006,92.9376,1,0,0,0,0,0,4838151.0,1111405.0,4115.0,8230.0
02-04-2020,Bihar,25.0961,85.3131,23,1,0,0,0,0,12920253.0,1095534.0,526.0,1052.0
02-04-2020,Chandigarh,30.7333,76.7794,16,0,0,0,0,0,496693.0,42203.0,539.0,1078.0
02-04-2020,Chhattisgarh,21.2787,81.8661,9,0,2,0,0,0,9477138.0,124370.0,352309.0,704618.0
02-04-2020,Delhi,28.7041,77.1025,152,2,6,0,0,0,55323981.0,3871654.0,3948.0,7896.0
02-04-2020,Goa,15.2993,74.124,5,0,0,0,0,0,846704.0,50930.0,34756.0,69512.0
02-04-2020,Gujarat,22.2587,71.1924,82,6,5,0,0,0,127345763.0,2960386.0,9994.0,19988.0
02-04-2020,Haryana,29.0588,76.0856,43,0,21,0,0,0,305941.0,15427.0,15.0,30.0
02-04-2020,Himachal Pradesh,31.1048,77.1734,3,1,1,0,0,1,194894.0,12323.0,299.0,598.0
02-04-2020,Jammu and Kashmir,33.7782,76.5762,62,2,2,0,0,0,3305829.0,575583.0,453.0,906.0
02-04-2020,Karnataka,15.3173,75.7139,110,3,9,9,0,1,3693367.0,442182.0,48850.0,97700.0
02-04-2020,Kerala,10.8505,76.2711,265,2,25,24,0,2,1950448.0,150662.0,7298.0,14596.0
02-04-2020,Ladakh,34.2996,78.2932,13,0,3,0,0,0,317211.0,15701.0,26.0,52.0
02-04-2020,Maharashtra,19.7515,75.7139,335,13,42,33,0,3,3345340.0,514836.0,56530.0,113060.0
02-04-2020,Manipur,24.6637,93.9063,1,0,0,0,0,0,4836364.0,455757.0,7670.0,15340.0
02-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,778000.0,7693.0,26937.0,53874.0
02-04-2020,Puducherry,11.9416,79.8083,3,0,1,0,0,0,517703.0,62875.0,1036.0,2072.0
02-04-2020,Rajasthan,27.0238,74.2179,108,0,3,15,0,0,271490188.0,28156674.0,856871.0,1713742.0
02-04-2020,Tamil Nadu,11.1271,78.6569,234,1,6,0,0,0,631628.0,11254.0,70133.0,140266.0
02-04-2020,Uttarakhand,30.0668,79.0193,7,0,2,0,0,0,155686.0,11591.0,43.0,86.0
03-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,10,0,0,0,0,0,16920079.0,1637293.0,1117.0,2234.0
